query_id;query_text;full_prompt_no_web;full_prompt_web_search;query_variant;query_topics;query_countries;query_time_collection_years;query_time_display;query_universe;query_analysis_units;abstract_generated_query;abstract_query_generator_model;abstract_source_hash;source_dataset_id;source_title;source_doi;source_portal_url;source_row
219;Can you find datasets about Political behaviour and attitudes in Turkey during the 2010s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Political behaviour and attitudes in Turkey during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Political behaviour and attitudes in Turkey during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Political behaviour and attitudes""]";"[""Turkey""]";"[""2017"", ""2017""]";2010s;;;;;;ZA5520;International Social Survey Programme: Work Orientations IV - ISSP 2015 (Turkey);"[""10.4232/1.13059""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5520&db=D;86
220;Can you find datasets about Government, political systems and organisations in Turkey during the 2010s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Government, political systems and organisations in Turkey during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Government, political systems and organisations in Turkey during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Government, political systems and organisations""]";"[""Turkey""]";"[""2017"", ""2017""]";2010s;;;;;;ZA5520;International Social Survey Programme: Work Orientations IV - ISSP 2015 (Turkey);"[""10.4232/1.13059""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5520&db=D;86
221;Can you find datasets about Religion and values in United Kingdom during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Religion and values in United Kingdom during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Religion and values in United Kingdom during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Religion and values""]";"[""United Kingdom""]";"[""1999"", ""1999""]";1990s;;;;;;ZA3777;EVS - European Values Study 1999 - Great Britain;"[""10.4232/1.11535"", ""10.4232/1.3777"", ""10.4232/1.11172""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3777&db=D;87
222;Can you find datasets about Social behaviour and attitudes in United Kingdom during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Social behaviour and attitudes in United Kingdom during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Social behaviour and attitudes in United Kingdom during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Social behaviour and attitudes""]";"[""United Kingdom""]";"[""1999"", ""1999""]";1990s;;;;;;ZA3777;EVS - European Values Study 1999 - Great Britain;"[""10.4232/1.11535"", ""10.4232/1.3777"", ""10.4232/1.11172""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3777&db=D;87
223;Can you find datasets about Political behaviour and attitudes in United Kingdom during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Political behaviour and attitudes in United Kingdom during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Political behaviour and attitudes in United Kingdom during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Political behaviour and attitudes""]";"[""United Kingdom""]";"[""1999"", ""1999""]";1990s;;;;;;ZA3777;EVS - European Values Study 1999 - Great Britain;"[""10.4232/1.11535"", ""10.4232/1.3777"", ""10.4232/1.11172""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3777&db=D;87
224;Can you find datasets about Government, political systems and organisations in United Kingdom during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Government, political systems and organisations in United Kingdom during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Government, political systems and organisations in United Kingdom during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Government, political systems and organisations""]";"[""United Kingdom""]";"[""1999"", ""1999""]";1990s;;;;;;ZA3777;EVS - European Values Study 1999 - Great Britain;"[""10.4232/1.11535"", ""10.4232/1.3777"", ""10.4232/1.11172""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3777&db=D;87
225;Can you find datasets about SOCIAL STRATIFICATION AND GROUPINGS in United Kingdom during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about SOCIAL STRATIFICATION AND GROUPINGS in United Kingdom during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about SOCIAL STRATIFICATION AND GROUPINGS in United Kingdom during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""SOCIAL STRATIFICATION AND GROUPINGS""]";"[""United Kingdom""]";"[""1999"", ""1999""]";1990s;;;;;;ZA3777;EVS - European Values Study 1999 - Great Britain;"[""10.4232/1.11535"", ""10.4232/1.3777"", ""10.4232/1.11172""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3777&db=D;87
226;Can you find datasets about Family life and marriage in United Kingdom during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Family life and marriage in United Kingdom during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Family life and marriage in United Kingdom during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Family life and marriage""]";"[""United Kingdom""]";"[""1999"", ""1999""]";1990s;;;;;;ZA3777;EVS - European Values Study 1999 - Great Britain;"[""10.4232/1.11535"", ""10.4232/1.3777"", ""10.4232/1.11172""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3777&db=D;87
227;Can you find datasets about Economic systems and development in United Kingdom during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Economic systems and development in United Kingdom during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Economic systems and development in United Kingdom during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Economic systems and development""]";"[""United Kingdom""]";"[""1999"", ""1999""]";1990s;;;;;;ZA3777;EVS - European Values Study 1999 - Great Britain;"[""10.4232/1.11535"", ""10.4232/1.3777"", ""10.4232/1.11172""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3777&db=D;87
228;Can you find datasets about Social conditions and indicators in Germany during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Social conditions and indicators in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Social conditions and indicators in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Social conditions and indicators""]";"[""Germany""]";"[""1984"", ""1984""]";1980s;;;;;;ZA1439;Young People and Adults '85 (Adult);"[""10.4232/1.1439""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1439&db=D;88
229;Can you find datasets about Youth in Germany during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Youth in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Youth in Germany during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Youth""]";"[""Germany""]";"[""1984"", ""1984""]";1980s;;;;;;ZA1439;Young People and Adults '85 (Adult);"[""10.4232/1.1439""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1439&db=D;88
